"","transition","time","N_sim","trans_no"
"533","non_herb_large->non_herb_small",211.620378276854,2,30
"534","non_herb_small->herb_small",211.621510250549,2,46
"535","non_herb_small->herb_small",211.655704404849,2,47
"536","non_herb_small->non_herb_large",211.67212986376,2,16
"537","non_herb_large->non_herb_small",211.810775336766,2,31
"538","non_herb_large->non_herb_small",211.854043853856,2,32
"539","non_herb_small->herb_small",211.896877778442,2,48
"540","non_herb_large->non_herb_small",211.899299403977,2,33
"541","herb_small->non_herb_small",211.965585067177,2,52
"542","herb_small->non_herb_small",212.036724037041,2,53
"543","herb_small->non_herb_small",212.056173806968,2,54
"544","herb_small->non_herb_small",212.07137237456,2,55
"545","non_herb_small->herb_small",212.154219107628,2,49
"546","non_herb_large->non_herb_small",212.225977982828,2,34
"547","non_herb_small->herb_small",212.298148875453,2,50
"548","non_herb_small->herb_small",212.342713911729,2,51
"549","non_herb_large->non_herb_small",212.351732558588,2,35
"550","herb_small->non_herb_small",212.462266154009,2,56
"551","non_herb_large->non_herb_small",212.498881112797,2,36
"552","non_herb_small->herb_small",212.636050928237,2,52
"553","non_herb_large->non_herb_small",212.740992550395,2,37
"554","non_herb_small->herb_small",212.840416309924,2,53
"555","herb_small->non_herb_small",212.874627623867,2,57
"556","herb_small->non_herb_small",212.949522449831,2,58
"557","non_herb_small->herb_small",213.038901021916,2,54
"558","non_herb_small->non_herb_large",213.115154956593,2,17
"559","herb_small->non_herb_small",213.231408603077,2,59
"560","non_herb_large->herb_large",213.317497046858,2,7
"561","non_herb_small->herb_small",213.357855676886,2,55
"562","non_herb_small->non_herb_large",213.408952184475,2,18
"563","non_herb_small->herb_small",213.410757517133,2,56
"564","non_herb_small->herb_small",213.446302943272,2,57
"565","non_herb_small->herb_small",213.484170928392,2,58
"566","herb_small->herb_large",213.533489956175,2,13
"567","non_herb_small->herb_small",213.667393880055,2,59
"568","herb_small->non_herb_small",213.682853115347,2,60
"569","non_herb_small->herb_small",213.717397737483,2,60
"570","non_herb_small->herb_small",213.763762759222,2,61
"571","non_herb_large->herb_large",213.802473632942,2,8
"572","non_herb_small->herb_small",213.86421975104,2,62
"573","non_herb_small->herb_small",213.865201583231,2,63
"574","herb_small->non_herb_small",213.882660649807,2,61
"575","non_herb_small->herb_small",214.076498695237,2,64
"576","herb_small->herb_large",214.271386932222,2,14
"577","non_herb_small->non_herb_large",214.292875667196,2,19
"578","non_herb_small->herb_small",214.319285893813,2,65
"579","non_herb_small->herb_small",214.344894797721,2,66
"580","non_herb_small->herb_small",214.409543857348,2,67
"581","non_herb_small->herb_small",214.42856523939,2,68
"582","non_herb_small->herb_small",214.475314388398,2,69
"583","non_herb_small->non_herb_large",214.476130437454,2,20
"584","herb_small->non_herb_small",214.490225322952,2,62
"585","non_herb_small->herb_small",214.526648733635,2,70
"586","non_herb_large->non_herb_small",214.560522279383,2,38
"587","non_herb_small->non_herb_large",214.609871667458,2,21
"588","non_herb_small->herb_small",214.618259748626,2,71
"589","non_herb_large->herb_large",214.661944283368,2,9
"590","non_herb_small->herb_small",214.68723386795,2,72
"591","non_herb_small->herb_small",214.726950694519,2,73
"592","herb_small->herb_large",214.72987313962,2,15
"593","non_herb_large->non_herb_small",214.803718138477,2,39
"594","non_herb_large->non_herb_small",214.833849494894,2,40
"595","non_herb_small->herb_small",214.897266001171,2,74
"596","herb_large->herb_small",214.959660937074,2,6
"597","herb_large->herb_small",214.979507063951,2,7
"598","non_herb_large->non_herb_small",215.05411595069,2,41
"599","non_herb_small->herb_small",215.072858099675,2,75
"600","non_herb_small->herb_small",215.097989560525,2,76
"601","herb_small->non_herb_small",215.129543029874,2,63
"602","non_herb_small->herb_small",215.161028119326,2,77
"603","non_herb_small->non_herb_large",215.178924199318,2,22
"604","non_herb_small->non_herb_large",215.186770549745,2,23
"605","non_herb_small->herb_small",215.210616374967,2,78
"606","herb_small->non_herb_small",215.218279365945,2,64
"607","herb_small->herb_large",215.258586894918,2,16
"608","herb_small->herb_large",215.282628878077,2,17
"609","non_herb_small->herb_small",215.306433188494,2,79
"610","herb_small->non_herb_small",215.308643873777,2,65
"611","non_herb_small->herb_small",215.333203638422,2,80
"612","non_herb_small->herb_small",215.339139953282,2,81
"613","non_herb_small->herb_small",215.39427211577,2,82
"614","non_herb_small->non_herb_large",215.468952517633,2,24
"615","non_herb_small->herb_small",215.483536279563,2,83
"616","non_herb_small->herb_small",215.486056480362,2,84
"617","non_herb_large->non_herb_small",215.486292390572,2,42
"618","non_herb_large->non_herb_small",215.515704481902,2,43
"619","herb_small->herb_large",215.539555284685,2,18
"620","herb_large->herb_small",215.605233138118,2,8
"621","non_herb_small->herb_small",215.698725797013,2,85
"622","herb_small->herb_large",215.69973441756,2,19
"623","herb_small->non_herb_small",215.706846179699,2,66
"624","herb_small->non_herb_small",215.709815206786,2,67
"625","non_herb_large->herb_large",215.717076308974,2,10
"626","herb_small->non_herb_small",215.759424235962,2,68
"627","non_herb_small->herb_small",215.848028247167,2,86
"628","herb_small->non_herb_small",215.855257598645,2,69
"629","herb_small->non_herb_small",215.865714175658,2,70
"630","herb_small->non_herb_small",215.925441801989,2,71
"631","herb_small->non_herb_small",215.926591472134,2,72
"632","herb_small->non_herb_small",215.941080968003,2,73
"633","herb_small->non_herb_small",216.015418495079,2,74
"634","non_herb_large->non_herb_small",216.018157767922,2,44
"635","herb_small->non_herb_small",216.044260017616,2,75
"636","non_herb_large->non_herb_small",216.055460210956,2,45
"637","herb_small->non_herb_small",216.067782016588,2,76
"638","non_herb_small->non_herb_large",216.111548448943,2,25
"639","herb_small->non_herb_small",216.201871456959,2,77
"640","non_herb_small->herb_small",216.235513992523,2,87
"641","non_herb_small->herb_small",216.238987676361,2,88
"642","herb_small->non_herb_small",216.250416160905,2,78
"643","herb_small->herb_large",216.289571299746,2,20
"644","non_herb_large->herb_large",216.322229836671,2,11
"645","non_herb_large->non_herb_small",216.323594029232,2,46
"646","herb_small->herb_large",216.351439821707,2,21
"647","non_herb_small->herb_small",216.37716728732,2,89
"648","herb_small->non_herb_small",216.395880621173,2,79
"649","herb_small->herb_large",216.452945190341,2,22
"650","herb_small->non_herb_small",216.468032112478,2,80
"651","non_herb_large->non_herb_small",216.527315110146,2,47
"652","herb_small->non_herb_small",216.531402704055,2,81
"653","herb_small->non_herb_small",216.569092255512,2,82
"654","herb_small->non_herb_small",216.572054375648,2,83
"655","non_herb_small->non_herb_large",216.58809230018,2,26
"656","herb_small->non_herb_small",216.603692570271,2,84
"657","non_herb_small->herb_small",216.608590229613,2,90
"658","non_herb_small->herb_small",216.640594446866,2,91
"659","herb_large->herb_small",216.669330827,2,9
"660","non_herb_small->herb_small",216.679224506081,2,92
"661","herb_small->non_herb_small",216.681296519784,2,85
"662","non_herb_small->herb_small",216.781022474943,2,93
"663","non_herb_small->herb_small",216.82322938483,2,94
"664","non_herb_small->herb_small",216.833851158242,2,95
"665","non_herb_small->herb_small",216.858002313946,2,96
"666","non_herb_small->herb_small",216.859210085573,2,97
"667","non_herb_large->non_herb_small",216.861628544571,2,48
"668","non_herb_small->non_herb_large",216.90889326087,2,27
"669","non_herb_large->non_herb_small",216.937436874779,2,49
"670","herb_small->non_herb_small",216.953169679754,2,86
"671","herb_small->herb_large",216.997715982006,2,23
"672","non_herb_large->non_herb_small",217.035630228112,2,50
"673","non_herb_large->non_herb_small",217.057654918979,2,51
"674","non_herb_small->herb_small",217.091643979758,2,98
"675","herb_large->herb_small",217.098548122827,2,10
"676","non_herb_large->non_herb_small",217.109906079529,2,52
"677","herb_small->non_herb_small",217.123875022149,2,87
"678","herb_small->non_herb_small",217.132348689484,2,88
"679","non_herb_large->non_herb_small",217.139887836706,2,53
"680","herb_small->non_herb_small",217.152878640419,2,89
"681","herb_small->non_herb_small",217.158530572604,2,90
"682","herb_small->non_herb_small",217.181543492898,2,91
"683","herb_small->non_herb_small",217.186059565824,2,92
"684","herb_small->non_herb_small",217.221029847366,2,93
"685","non_herb_small->herb_small",217.233045598889,2,99
"686","non_herb_large->non_herb_small",217.243664363735,2,54
"687","non_herb_small->herb_small",217.246404343777,2,100
"688","herb_small->non_herb_small",217.27175027505,2,94
"689","non_herb_small->herb_small",217.293260471775,2,101
"690","non_herb_small->herb_small",217.32192831492,2,102
"691","non_herb_small->herb_small",217.334032333013,2,103
"692","non_herb_small->herb_small",217.380029951387,2,104
"693","non_herb_large->non_herb_small",217.38290218602,2,55
"694","non_herb_small->herb_small",217.45549595174,2,105
"695","non_herb_small->herb_small",217.488468375761,2,106
"696","non_herb_small->herb_small",217.490489284987,2,107
"697","non_herb_small->non_herb_large",217.490557809929,2,28
"698","herb_small->non_herb_small",217.526906785643,2,95
"699","herb_small->herb_large",217.527804026332,2,24
"700","non_herb_small->herb_small",217.531991910903,2,108
"701","non_herb_small->herb_small",217.535602421284,2,109
"702","non_herb_small->herb_small",217.564525493245,2,110
"703","non_herb_large->herb_large",217.583165513598,2,12
"704","non_herb_small->herb_small",217.604521120394,2,111
"705","herb_large->herb_small",217.608651061705,2,11
"706","non_herb_large->herb_large",217.622573308283,2,13
"707","non_herb_small->herb_small",217.623710149209,2,112
"708","non_herb_small->herb_small",217.652640404582,2,113
"709","herb_small->non_herb_small",217.65305874833,2,96
"710","herb_small->herb_large",217.657224186771,2,25
"711","non_herb_small->non_herb_large",217.663051322042,2,29
"712","herb_small->herb_large",217.677772002078,2,26
"713","herb_large->herb_small",217.683852727501,2,12
"714","herb_small->non_herb_small",217.690589338658,2,97
"715","herb_small->non_herb_small",217.690718968165,2,98
"716","non_herb_small->non_herb_large",217.710726082897,2,30
"717","herb_small->non_herb_small",217.747274964715,2,99
"718","herb_small->herb_large",217.748126394643,2,27
"719","herb_small->herb_large",217.75869493864,2,28
"720","non_herb_small->herb_small",217.762886730406,2,114
"721","non_herb_large->non_herb_small",217.811234609455,2,56
"722","herb_small->non_herb_small",217.821920106599,2,100
"723","non_herb_large->herb_large",217.826432668965,2,14
"724","non_herb_small->herb_small",217.827750791893,2,115
"725","herb_small->non_herb_small",217.829852652111,2,101
"726","non_herb_small->herb_small",217.835999874943,2,116
"727","non_herb_small->herb_small",83.684375165123,3,1
"728","herb_small->non_herb_small",88.1539462126798,3,1
"729","non_herb_small->herb_small",95.2785968278735,3,2
"730","non_herb_small->herb_small",102.445381321041,3,3
"731","herb_small->non_herb_small",110.99061593733,3,2
"732","non_herb_small->herb_small",124.595940213251,3,4
"733","herb_small->herb_large",132.863195859438,3,1
"734","non_herb_small->non_herb_large",134.423915242071,3,1
"735","non_herb_large->herb_large",136.455007419004,3,1
"736","non_herb_large->herb_large",137.679677781595,3,2
"737","herb_large->non_herb_large",138.01411411487,3,1
"738","herb_small->non_herb_small",146.820224198333,3,3
"739","non_herb_small->herb_small",148.40852423528,3,5
"740","non_herb_small->herb_small",151.065492383876,3,6
"741","non_herb_small->herb_small",154.126894265367,3,7
"742","non_herb_small->herb_small",157.511993848231,3,8
"743","non_herb_large->non_herb_small",157.922369947582,3,1
"744","herb_small->non_herb_small",160.678012578908,3,4
"745","non_herb_small->non_herb_large",165.434355977589,3,2
"746","herb_large->non_herb_large",165.757334578015,3,2
"747","non_herb_small->herb_small",166.355910838717,3,9
"748","herb_small->non_herb_small",167.165315901104,3,5
"749","non_herb_small->herb_small",167.175270019309,3,10
"750","herb_small->non_herb_small",168.966958055247,3,6
"751","non_herb_small->herb_small",170.181106526109,3,11
"752","non_herb_small->non_herb_large",171.161685010549,3,3
"753","herb_small->non_herb_small",171.447123745209,3,7
"754","non_herb_large->non_herb_small",172.62516502456,3,2
"755","non_herb_large->non_herb_small",174.66478001479,3,3
"756","non_herb_small->herb_small",174.690684803333,3,12
"757","non_herb_large->non_herb_small",174.927447174237,3,4
"758","non_herb_large->non_herb_small",175.338370383764,3,5
"759","non_herb_small->non_herb_large",175.684710738056,3,4
"760","herb_small->non_herb_small",175.825586670996,3,8
"761","non_herb_small->herb_small",176.198140864111,3,13
"762","non_herb_small->non_herb_large",176.85222679925,3,5
"763","herb_small->herb_large",181.2082034008,3,2
"764","non_herb_small->non_herb_large",182.032964844377,3,6
"765","non_herb_large->non_herb_small",182.337478473311,3,6
"766","herb_small->herb_large",182.513004735057,3,3
"767","non_herb_large->non_herb_small",182.959867998033,3,7
"768","non_herb_small->herb_small",183.985977754543,3,14
"769","non_herb_small->herb_small",184.483410617886,3,15
"770","herb_small->non_herb_small",184.589646985864,3,9
"771","herb_small->non_herb_small",185.467690389687,3,10
"772","non_herb_small->herb_small",185.665718316803,3,16
"773","non_herb_large->non_herb_small",185.763659608805,3,8
"774","non_herb_small->non_herb_large",186.787257787823,3,7
"775","non_herb_small->herb_small",186.92239121744,3,17
"776","herb_small->non_herb_small",187.766683273354,3,11
"777","herb_small->herb_large",189.482400852372,3,4
"778","non_herb_small->non_herb_large",190.08451900293,3,8
"779","herb_small->non_herb_small",191.876678593413,3,12
"780","non_herb_small->non_herb_large",191.926415682929,3,9
"781","herb_small->non_herb_small",192.417828324196,3,13
"782","non_herb_small->herb_small",192.937980411371,3,18
"783","non_herb_large->non_herb_small",193.059093383445,3,9
"784","non_herb_large->herb_large",193.308835022097,3,3
"785","herb_small->non_herb_small",193.534670103919,3,14
"786","herb_small->non_herb_small",193.708878491706,3,15
"787","herb_large->herb_small",194.16596256763,3,1
"788","non_herb_small->non_herb_large",194.239733913605,3,10
"789","herb_small->non_herb_small",194.352820928359,3,16
